transaction_id,product,category,quantity,unit_price,item_total,rating
TXN10013,Pork Chops,Meat,2,18.56,37.12,4.6
TXN10013,Organic Whole Milk,Dairy,2,19.75,39.5,3.3
TXN10013,Mixed Nuts,Snacks,2,19.83,39.66,3.5
TXN10013,Frozen Desserts,Frozen,3,21.75,65.25,3.2
TXN10014,Hand Soap,Household,2,3.63,7.26,4.6
TXN10014,Greek Yogurt,Dairy,1,8.26,8.26,4.3
TXN10015,Bananas,Produce,1,26.67,26.67,3.5
TXN10015,Popcorn,Snacks,3,28.12,84.36,4.5
TXN10016,Frozen Vegetables,Frozen,1,10.54,10.54,3.6
TXN10016,Salmon Fillet,Meat,1,12.86,12.86,4.7
TXN10016,Spring Water,Beverages,2,20.95,41.9,4.3
TXN10016,Potato Chips,Snacks,2,5.22,10.44,3.5
TXN10016,Orange Juice,Beverages,2,5.03,10.06,3.8
TXN10016,Popcorn,Snacks,3,18.96,56.88,3.4
TXN10016,Pork Chops,Meat,2,3.23,6.46,3.2
TXN10017,Potato Chips,Snacks,2,23.25,46.5,4.0
TXN10017,Laundry Detergent,Household,2,13.92,27.84,4.1
TXN10017,Salmon Fillet,Meat,2,21.64,43.28,4.3
TXN10018,Trash Bags,Household,2,18.98,37.96,3.9
TXN10018,Ice Cream,Frozen,3,16.3,48.9,3.5
TXN10019,Pork Chops,Meat,1,8.28,8.28,3.4
TXN10019,Cheddar Cheese Block,Dairy,3,33.97,101.91,4.6
TXN10019,Blueberry Muffins,Bakery,3,14.27,42.81,4.1
TXN10019,AA Batteries,Household,1,13.84,13.84,4.2
TXN10019,Organic Whole Milk,Dairy,1,23.79,23.79,3.5
TXN10019,Frozen Pizza,Frozen,1,17.6,17.6,3.9
TXN10019,Frozen Desserts,Frozen,3,29.65,88.95,3.7
TXN10020,Frozen Dinners,Frozen,1,10.64,10.64,4.5
TXN10020,Green Tea,Beverages,1,15.56,15.56,3.6
TXN10020,Croissants,Bakery,2,8.56,17.12,3.7
TXN10020,Bagels (6-pack),Bakery,2,6.52,13.04,4.3
TXN10020,Chicken Breast,Meat,2,14.29,28.58,4.1
TXN10020,Paper Towels,Household,2,7.78,15.56,3.8
TXN10021,Trash Bags,Household,3,26.36,79.08,4.5
TXN10021,Salmon Fillet,Meat,2,8.54,17.08,4.0
TXN10021,Laundry Detergent,Household,2,21.76,43.52,4.4
TXN10021,Ice Cream,Frozen,3,29.45,88.35,3.2
TXN10022,Red Apples,Produce,2,9.27,18.54,3.5
TXN10022,Crackers,Snacks,2,23.3,46.6,3.6
TXN10022,Laundry Detergent,Household,2,25.37,50.74,3.2
TXN10022,Greek Yogurt,Dairy,1,8.68,8.68,4.4
TXN10023,Frozen Pizza,Frozen,1,17.78,17.78,3.9
TXN10023,Spring Water,Beverages,3,7.69,23.07,4.7
TXN10024,AA Batteries,Household,1,28.35,28.35,3.3
TXN10024,Chicken Breast,Meat,2,24.74,49.48,4.6
TXN10024,Chocolate Chip Cookies,Bakery,2,25.09,50.18,4.1
TXN10024,Potato Chips,Snacks,2,16.16,32.32,3.2
TXN10024,AA Batteries,Household,2,5.2,10.4,4.2
TXN10025,Frozen Dinners,Frozen,3,14.9,44.7,4.1
TXN10025,Mixed Nuts,Snacks,1,25.25,25.25,3.6
TXN10025,Ice Cream,Frozen,3,24.15,72.45,4.2
TXN10026,Spring Water,Beverages,3,10.31,30.93,4.3
TXN10026,Green Tea,Beverages,1,2.27,2.27,3.3
TXN10026,AA Batteries,Household,1,18.41,18.41,4.3
TXN10027,Green Tea,Beverages,3,12.94,38.82,4.0
TXN10027,Trash Bags,Household,3,11.25,33.75,3.9
TXN10028,Bananas,Produce,2,8.05,16.1,3.6
TXN10028,Orange Juice,Beverages,2,25.3,50.6,3.6
TXN10028,Tomatoes,Produce,3,2.39,7.17,3.4
TXN10028,Organic Whole Milk,Dairy,3,20.1,60.3,4.7
TXN10028,Frozen Pizza,Frozen,3,26.43,79.29,3.7
TXN10028,Frozen Dinners,Frozen,1,11.53,11.53,3.6
TXN10029,Cheddar Cheese Block,Dairy,3,7.1,21.3,4.7
TXN10029,Bagels (6-pack),Bakery,2,5.58,11.16,4.2
TXN10029,Bacon,Meat,2,12.64,25.28,3.7
TXN10029,Laundry Detergent,Household,1,18.81,18.81,4.2
TXN10029,Bagels (6-pack),Bakery,2,20.48,40.96,4.3
TXN10029,Bananas,Produce,1,6.86,6.86,3.5
TXN10030,Frozen Pizza,Frozen,2,24.43,48.86,4.5
TXN10030,Salmon Fillet,Meat,1,5.46,5.46,4.2
TXN10030,Cola Soda,Beverages,1,4.59,4.59,4.5
TXN10031,Frozen Dinners,Frozen,1,4.88,4.88,4.6
TXN10031,Chocolate Bar,Snacks,1,9.0,9.0,3.6
TXN10031,Greek Yogurt,Dairy,1,19.03,19.03,4.0
TXN10032,Frozen Vegetables,Frozen,2,14.09,28.18,4.3
TXN10033,Butter Stick,Dairy,2,4.46,8.92,3.7
TXN10033,Trash Bags,Household,1,26.34,26.34,4.3
TXN10033,Frozen Dinners,Frozen,3,3.51,10.53,3.8
TXN10033,Frozen Dinners,Frozen,1,23.27,23.27,3.6
TXN10034,Ground Beef,Meat,1,11.22,11.22,4.1
TXN10034,Bagels (6-pack),Bakery,1,29.77,29.77,3.9
TXN10034,Bagels (6-pack),Bakery,3,15.94,47.82,3.7
TXN10034,Coffee Beans,Beverages,2,25.36,50.72,3.6
TXN10034,Romaine Lettuce,Produce,3,7.7,23.1,4.0
TXN10034,Red Apples,Produce,2,9.72,19.44,3.7
TXN10035,Ice Cream,Frozen,2,14.49,28.98,3.8
TXN10035,AA Batteries,Household,1,32.33,32.33,4.8
TXN10035,Bacon,Meat,2,12.71,25.42,3.3
TXN10035,Frozen Dinners,Frozen,3,14.72,44.16,4.5
TXN10035,Romaine Lettuce,Produce,1,30.46,30.46,4.0
TXN10036,Hand Soap,Household,2,4.09,8.18,3.7
TXN10036,Paper Towels,Household,3,29.72,89.16,4.6
TXN10037,Cola Soda,Beverages,2,26.33,52.66,4.8
TXN10037,Blueberry Muffins,Bakery,2,7.65,15.3,4.6
TXN10038,Trash Bags,Household,1,21.08,21.08,3.5
TXN10038,Chocolate Chip Cookies,Bakery,3,27.69,83.07,4.3
TXN10039,Butter Stick,Dairy,3,28.58,85.74,4.1
TXN10039,Blueberry Muffins,Bakery,3,28.46,85.38,3.7
TXN10039,Laundry Detergent,Household,2,14.78,29.56,3.5
TXN10040,Orange Juice,Beverages,3,29.37,88.11,3.8
TXN10040,Vanilla Ice Cream,Dairy,3,30.14,90.42,4.8
TXN10040,Frozen Vegetables,Frozen,1,24.9,24.9,4.2
TXN10041,Red Apples,Produce,3,27.29,81.87,3.3
TXN10041,Frozen Pizza,Frozen,3,18.22,54.66,3.4
TXN10041,Spring Water,Beverages,1,22.92,22.92,3.5
TXN10041,Chocolate Bar,Snacks,2,18.45,36.9,4.5
TXN10041,Coffee Beans,Beverages,2,30.53,61.06,4.4
TXN10041,Potato Chips,Snacks,1,15.1,15.1,3.4
TXN10041,Salmon Fillet,Meat,3,29.07,87.21,3.8
TXN10042,Green Tea,Beverages,3,14.56,43.68,4.7
TXN10042,Bagels (6-pack),Bakery,3,17.47,52.41,4.6
TXN10042,Chocolate Bar,Snacks,1,8.6,8.6,4.2
TXN10042,Frozen Vegetables,Frozen,1,20.17,20.17,3.4
TXN10042,Greek Yogurt,Dairy,1,29.88,29.88,3.4
TXN10042,Romaine Lettuce,Produce,3,16.89,50.67,4.7
TXN10043,Laundry Detergent,Household,2,2.91,5.82,3.5
TXN10043,Ice Cream,Frozen,1,29.83,29.83,4.8
TXN10043,Chocolate Bar,Snacks,3,27.24,81.72,3.8
TXN10043,Laundry Detergent,Household,1,8.39,8.39,4.7
TXN10044,Mixed Nuts,Snacks,3,29.68,89.04,3.5
TXN10045,Greek Yogurt,Dairy,1,29.93,29.93,4.8
TXN10045,Cola Soda,Beverages,1,5.07,5.07,3.4
TXN10045,Mixed Nuts,Snacks,1,18.48,18.48,3.5
TXN10045,Cheddar Cheese Block,Dairy,3,22.76,68.28,3.4
TXN10045,Blueberry Muffins,Bakery,2,15.27,30.54,4.0
TXN10045,Blueberry Muffins,Bakery,3,16.1,48.3,3.3
TXN10045,Coffee Beans,Beverages,1,20.0,20.0,3.3
TXN10046,Whole Wheat Bread,Bakery,1,11.01,11.01,3.3
TXN10046,Green Tea,Beverages,3,20.71,62.13,4.3
TXN10046,Trash Bags,Household,2,17.69,35.38,4.0
TXN10046,Paper Towels,Household,1,27.83,27.83,4.6
TXN10047,AA Batteries,Household,2,22.42,44.84,3.9
TXN10047,Spring Water,Beverages,3,32.99,98.97,4.7
TXN10047,Whole Wheat Bread,Bakery,1,25.28,25.28,3.9
TXN10047,Mixed Nuts,Snacks,3,20.21,60.63,4.7
TXN10048,Greek Yogurt,Dairy,2,18.8,37.6,3.4
TXN10048,Ground Beef,Meat,1,23.44,23.44,4.6
TXN10048,Chocolate Bar,Snacks,2,12.89,25.78,4.1
TXN10048,Trash Bags,Household,3,30.74,92.22,4.2
TXN10049,Crackers,Snacks,1,2.27,2.27,4.1
TXN10049,Paper Towels,Household,3,6.85,20.55,4.8
TXN10049,Chocolate Chip Cookies,Bakery,2,8.01,16.02,3.9
TXN10050,Bananas,Produce,1,24.27,24.27,4.3
TXN10051,Croissants,Bakery,2,14.73,29.46,4.3
TXN10051,Frozen Desserts,Frozen,1,20.67,20.67,3.6
TXN10052,Potato Chips,Snacks,3,2.21,6.63,3.9
TXN10052,Romaine Lettuce,Produce,1,17.75,17.75,4.0
TXN10052,Potato Chips,Snacks,3,13.11,39.33,3.3
TXN10053,Laundry Detergent,Household,1,5.99,5.99,4.7
TXN10053,Carrots,Produce,3,17.1,51.3,4.7
TXN10053,Blueberry Muffins,Bakery,1,25.64,25.64,3.9
TXN10053,Trash Bags,Household,2,4.4,8.8,4.4
TXN10054,Pork Chops,Meat,3,13.59,40.77,4.5
TXN10054,Chicken Breast,Meat,1,6.09,6.09,3.5
TXN10054,Red Apples,Produce,3,7.3,21.9,4.0
TXN10054,Frozen Desserts,Frozen,3,19.99,59.97,3.7
TXN10054,Mixed Nuts,Snacks,2,14.3,28.6,3.9
TXN10055,Organic Whole Milk,Dairy,2,12.31,24.62,3.3
TXN10055,Chocolate Chip Cookies,Bakery,2,18.62,37.24,3.9
TXN10055,Butter Stick,Dairy,3,28.81,86.43,4.2
TXN10055,Chocolate Bar,Snacks,1,17.61,17.61,4.7
TXN10056,Salmon Fillet,Meat,3,31.23,93.69,4.0
TXN10057,Greek Yogurt,Dairy,1,4.03,4.03,4.1
TXN10057,Laundry Detergent,Household,3,10.41,31.23,4.7
TXN10057,Tomatoes,Produce,3,4.27,12.81,3.4
TXN10058,Laundry Detergent,Household,3,26.0,78.0,4.3
TXN10058,Blueberry Muffins,Bakery,1,16.23,16.23,3.8
TXN10058,Bananas,Produce,2,11.56,23.12,3.5
TXN10059,Greek Yogurt,Dairy,3,26.53,79.59,3.4
TXN10059,Hand Soap,Household,3,6.86,20.58,4.4
TXN10059,Romaine Lettuce,Produce,2,3.37,6.74,4.3
TXN10059,Salmon Fillet,Meat,3,21.95,65.85,4.5
TXN10059,Bacon,Meat,2,9.99,19.98,4.6
TXN10059,Pork Chops,Meat,3,24.13,72.39,4.8
TXN10059,Frozen Vegetables,Frozen,3,24.97,74.91,4.0
TXN10060,Chocolate Bar,Snacks,3,32.37,97.11,4.6
TXN10060,Croissants,Bakery,1,4.34,4.34,3.6
TXN10060,Romaine Lettuce,Produce,1,5.24,5.24,4.5
TXN10060,Potato Chips,Snacks,2,14.29,28.58,4.0
TXN10060,Salmon Fillet,Meat,2,29.84,59.68,3.6
TXN10060,Potato Chips,Snacks,3,25.49,76.47,3.7
TXN10060,Bananas,Produce,2,3.21,6.42,4.3
TXN10061,Carrots,Produce,3,29.74,89.22,4.0
TXN10061,Croissants,Bakery,1,8.64,8.64,3.3
TXN10062,Ground Beef,Meat,1,10.66,10.66,4.2
TXN10063,Chocolate Chip Cookies,Bakery,3,18.08,54.24,4.1
TXN10063,AA Batteries,Household,2,3.69,7.38,4.8
TXN10063,Orange Juice,Beverages,1,11.99,11.99,3.8
TXN10064,Romaine Lettuce,Produce,2,30.92,61.84,4.2
TXN10064,Red Apples,Produce,2,22.04,44.08,3.3
TXN10064,Chicken Breast,Meat,1,24.14,24.14,3.7
TXN10064,Green Tea,Beverages,3,13.8,41.4,4.0
TXN10064,Cheddar Cheese Block,Dairy,1,11.5,11.5,4.6
TXN10064,Crackers,Snacks,2,5.48,10.96,3.9
TXN10064,AA Batteries,Household,2,27.04,54.08,3.7
TXN10065,Paper Towels,Household,1,14.75,14.75,4.1
TXN10065,Potato Chips,Snacks,3,4.23,12.69,3.7
TXN10065,Frozen Desserts,Frozen,1,23.18,23.18,4.3
TXN10065,Popcorn,Snacks,2,3.34,6.68,4.2
TXN10065,Laundry Detergent,Household,1,19.9,19.9,3.3
TXN10065,Laundry Detergent,Household,3,17.18,51.54,4.3
TXN10066,Crackers,Snacks,3,12.71,38.13,3.3
TXN10066,Romaine Lettuce,Produce,2,28.56,57.12,3.9
TXN10066,Chocolate Chip Cookies,Bakery,2,5.85,11.7,3.8
TXN10066,Cola Soda,Beverages,1,30.32,30.32,4.4
TXN10066,Frozen Desserts,Frozen,3,12.83,38.49,3.4
TXN10066,Coffee Beans,Beverages,3,8.0,24.0,3.7
TXN10067,Frozen Pizza,Frozen,2,25.91,51.82,4.3
TXN10067,Chocolate Chip Cookies,Bakery,2,19.75,39.5,4.6
TXN10067,Tomatoes,Produce,1,18.68,18.68,4.8
TXN10067,Bananas,Produce,1,24.12,24.12,3.8
TXN10067,Popcorn,Snacks,3,24.49,73.47,3.4
TXN10067,Whole Wheat Bread,Bakery,3,11.18,33.54,4.4
TXN10068,Blueberry Muffins,Bakery,3,15.03,45.09,3.8
TXN10068,Bananas,Produce,1,16.21,16.21,4.5
TXN10068,Tomatoes,Produce,2,7.59,15.18,4.7
TXN10069,Cola Soda,Beverages,3,20.46,61.38,4.1
TXN10069,Carrots,Produce,1,28.35,28.35,3.5
TXN10069,Chocolate Bar,Snacks,1,3.14,3.14,3.3
TXN10069,Cola Soda,Beverages,2,24.63,49.26,4.2
TXN10069,Butter Stick,Dairy,3,26.88,80.64,3.7
TXN10069,Coffee Beans,Beverages,3,8.85,26.55,3.8
TXN10070,Chocolate Bar,Snacks,3,6.01,18.03,3.7
TXN10070,Popcorn,Snacks,2,5.93,11.86,4.0
TXN10071,Whole Wheat Bread,Bakery,2,11.64,23.28,4.6
TXN10071,Hand Soap,Household,1,33.29,33.29,4.5
TXN10072,Frozen Pizza,Frozen,2,4.74,9.48,4.0
TXN10072,Ground Beef,Meat,1,18.32,18.32,3.3
TXN10072,Frozen Desserts,Frozen,3,28.04,84.12,4.3
TXN10073,Popcorn,Snacks,2,12.24,24.48,3.3
TXN10073,Pork Chops,Meat,1,17.48,17.48,3.8
TXN10073,Frozen Desserts,Frozen,3,10.31,30.93,4.3
TXN10074,Bananas,Produce,2,19.8,39.6,4.0
TXN10074,Organic Whole Milk,Dairy,2,6.7,13.4,4.5
TXN10074,Ice Cream,Frozen,3,18.97,56.91,3.4
TXN10075,Frozen Desserts,Frozen,1,10.38,10.38,3.8
TXN10075,Blueberry Muffins,Bakery,3,21.08,63.24,4.6
TXN10075,Vanilla Ice Cream,Dairy,3,17.57,52.71,4.5
TXN10075,Chicken Breast,Meat,1,19.25,19.25,4.0
TXN10075,Hand Soap,Household,1,25.0,25.0,3.3
TXN10076,Salmon Fillet,Meat,3,18.45,55.35,4.7
TXN10076,Cheddar Cheese Block,Dairy,3,16.51,49.53,3.7
TXN10076,Frozen Desserts,Frozen,1,12.54,12.54,3.9
TXN10076,Chocolate Bar,Snacks,3,12.51,37.53,4.3
TXN10076,Green Tea,Beverages,1,15.55,15.55,3.6
TXN10076,Cola Soda,Beverages,2,29.77,59.54,4.4
TXN10077,Spring Water,Beverages,3,5.67,17.01,4.1
TXN10077,Laundry Detergent,Household,1,28.72,28.72,3.7
TXN10077,Orange Juice,Beverages,2,12.27,24.54,4.2
TXN10077,Ice Cream,Frozen,3,7.65,22.95,3.6
TXN10077,Cola Soda,Beverages,3,5.3,15.9,4.1
TXN10077,Chicken Breast,Meat,3,20.75,62.25,3.6
TXN10077,Chicken Breast,Meat,2,5.04,10.08,4.3
TXN10078,Ice Cream,Frozen,2,23.16,46.32,3.7
TXN10078,Organic Whole Milk,Dairy,1,21.26,21.26,4.1
TXN10078,Cheddar Cheese Block,Dairy,1,15.74,15.74,4.7
TXN10078,Butter Stick,Dairy,1,27.66,27.66,4.7
TXN10079,Coffee Beans,Beverages,3,31.16,93.48,4.0
TXN10079,Carrots,Produce,1,17.35,17.35,4.5
TXN10079,Mixed Nuts,Snacks,3,22.46,67.38,3.6
TXN10080,Carrots,Produce,2,29.85,59.7,4.5
TXN10080,Potato Chips,Snacks,1,13.21,13.21,3.5
TXN10081,Frozen Vegetables,Frozen,2,30.14,60.28,4.1
TXN10081,Greek Yogurt,Dairy,3,20.29,60.87,3.6
TXN10082,Orange Juice,Beverages,2,19.87,39.74,3.8
TXN10082,Ground Beef,Meat,2,28.8,57.6,3.4
TXN10082,Popcorn,Snacks,2,22.72,45.44,4.4
TXN10082,Ground Beef,Meat,3,24.2,72.6,4.6
TXN10082,Chocolate Chip Cookies,Bakery,3,14.5,43.5,3.8
TXN10082,Whole Wheat Bread,Bakery,3,25.2,75.6,3.5
TXN10083,Frozen Pizza,Frozen,2,31.23,62.46,4.5
TXN10083,Ice Cream,Frozen,2,17.18,34.36,4.1
TXN10084,Bacon,Meat,2,4.03,8.06,3.8
TXN10085,Bananas,Produce,3,24.6,73.8,4.2
TXN10085,Laundry Detergent,Household,2,29.79,59.58,3.9
TXN10085,AA Batteries,Household,3,4.88,14.64,4.6
TXN10085,Tomatoes,Produce,3,5.31,15.93,3.8
TXN10086,Trash Bags,Household,1,12.61,12.61,3.6
TXN10086,Mixed Nuts,Snacks,3,10.2,30.6,4.4
TXN10086,Butter Stick,Dairy,1,19.21,19.21,3.6
TXN10086,Whole Wheat Bread,Bakery,2,19.55,39.1,4.2
TXN10086,Cheddar Cheese Block,Dairy,2,22.73,45.46,3.9
TXN10086,Chicken Breast,Meat,2,5.91,11.82,3.6
TXN10087,Salmon Fillet,Meat,1,10.92,10.92,4.1
TXN10087,Romaine Lettuce,Produce,1,20.18,20.18,4.8
TXN10087,Trash Bags,Household,2,10.91,21.82,3.9
TXN10087,Coffee Beans,Beverages,3,7.5,22.5,4.0
TXN10087,Pork Chops,Meat,1,29.9,29.9,4.5
TXN10088,Cola Soda,Beverages,1,12.93,12.93,4.7
TXN10088,Potato Chips,Snacks,1,16.99,16.99,3.3
TXN10089,Salmon Fillet,Meat,2,7.84,15.68,3.7
TXN10089,Cheddar Cheese Block,Dairy,3,28.23,84.69,3.4
TXN10089,Ice Cream,Frozen,3,21.47,64.41,3.5
TXN10089,Bacon,Meat,2,11.0,22.0,3.8
TXN10089,Crackers,Snacks,3,10.71,32.13,4.6
TXN10090,Vanilla Ice Cream,Dairy,3,26.18,78.54,3.4
TXN10090,Green Tea,Beverages,3,29.57,88.71,4.4
TXN10090,Cola Soda,Beverages,1,7.48,7.48,3.8
TXN10090,Salmon Fillet,Meat,3,17.41,52.23,3.7
TXN10091,Carrots,Produce,3,18.01,54.03,4.8
TXN10091,Vanilla Ice Cream,Dairy,1,3.38,3.38,4.7
TXN10092,Cheddar Cheese Block,Dairy,2,16.15,32.3,3.3
TXN10092,Frozen Dinners,Frozen,3,2.55,7.65,4.1
TXN10093,Hand Soap,Household,1,5.24,5.24,4.0
TXN10094,Popcorn,Snacks,1,17.07,17.07,4.8
TXN10095,Trash Bags,Household,3,15.32,45.96,3.2
TXN10095,Red Apples,Produce,2,16.79,33.58,4.2
TXN10095,Chocolate Bar,Snacks,1,33.76,33.76,4.6
TXN10095,Cheddar Cheese Block,Dairy,3,9.1,27.3,4.6
TXN10096,Cheddar Cheese Block,Dairy,2,28.0,56.0,3.2
TXN10096,Bacon,Meat,3,6.93,20.79,4.5
TXN10096,Croissants,Bakery,1,6.87,6.87,4.1
TXN10096,Trash Bags,Household,3,11.28,33.84,3.4
TXN10096,Chocolate Chip Cookies,Bakery,2,22.86,45.72,3.3
TXN10097,Potato Chips,Snacks,2,20.74,41.48,4.0
TXN10097,Chocolate Bar,Snacks,2,28.34,56.68,3.5
TXN10097,Paper Towels,Household,2,27.15,54.3,4.5
TXN10097,Whole Wheat Bread,Bakery,2,9.96,19.92,4.3
TXN10098,Frozen Vegetables,Frozen,1,23.31,23.31,3.4
TXN10098,Romaine Lettuce,Produce,3,15.29,45.87,4.0
TXN10098,Whole Wheat Bread,Bakery,3,4.5,13.5,3.3
TXN10099,Bacon,Meat,3,16.58,49.74,3.8
TXN10099,Tomatoes,Produce,2,10.42,20.84,3.4
TXN10099,Romaine Lettuce,Produce,2,10.21,20.42,4.0
TXN10099,Croissants,Bakery,1,9.49,9.49,4.4
TXN10099,Frozen Desserts,Frozen,2,19.26,38.52,3.4
TXN10099,Orange Juice,Beverages,2,32.84,65.68,4.5
TXN10100,Spring Water,Beverages,3,18.88,56.64,3.5
TXN10100,Mixed Nuts,Snacks,2,29.0,58.0,3.7
TXN10101,Potato Chips,Snacks,1,29.49,29.49,4.1
TXN10101,Carrots,Produce,3,2.74,8.22,3.9
TXN10101,Salmon Fillet,Meat,3,24.33,72.99,3.3
TXN10101,AA Batteries,Household,2,5.89,11.78,3.6
TXN10102,Trash Bags,Household,2,3.17,6.34,4.3
TXN10102,Whole Wheat Bread,Bakery,3,24.7,74.1,4.3
TXN10102,Carrots,Produce,3,3.39,10.17,4.3
TXN10102,Laundry Detergent,Household,2,29.03,58.06,3.4
TXN10103,Salmon Fillet,Meat,2,13.09,26.18,4.4
TXN10103,Tomatoes,Produce,2,29.93,59.86,3.4
TXN10103,Paper Towels,Household,3,5.24,15.72,3.4
TXN10103,Spring Water,Beverages,1,15.48,15.48,4.0
TXN10103,Popcorn,Snacks,3,4.96,14.88,4.3
TXN10103,Potato Chips,Snacks,3,10.4,31.2,3.4
TXN10104,Tomatoes,Produce,2,17.67,35.34,3.6
TXN10104,Hand Soap,Household,3,7.21,21.63,3.9
TXN10105,Ground Beef,Meat,3,11.25,33.75,4.5
TXN10105,Chocolate Chip Cookies,Bakery,3,4.84,14.52,3.5
TXN10105,Mixed Nuts,Snacks,2,15.54,31.08,4.3
TXN10105,Frozen Desserts,Frozen,2,30.49,60.98,4.2
TXN10105,Trash Bags,Household,2,5.97,11.94,4.6
TXN10105,Tomatoes,Produce,3,27.71,83.13,3.3
TXN10106,Carrots,Produce,3,12.87,38.61,3.4
TXN10106,AA Batteries,Household,3,7.55,22.65,4.1
TXN10106,Carrots,Produce,2,6.66,13.32,3.4
TXN10106,Popcorn,Snacks,2,22.23,44.46,4.7
TXN10106,Ice Cream,Frozen,2,8.57,17.14,4.7
TXN10106,Frozen Dinners,Frozen,2,22.22,44.44,4.3
TXN10107,Orange Juice,Beverages,3,9.69,29.07,3.7
TXN10107,Frozen Desserts,Frozen,2,23.92,47.84,4.1
TXN10108,Butter Stick,Dairy,2,17.29,34.58,3.4
TXN10108,Pork Chops,Meat,1,26.48,26.48,3.9
TXN10108,Potato Chips,Snacks,1,14.99,14.99,4.4
TXN10108,Ground Beef,Meat,3,25.92,77.76,4.3
TXN10108,Hand Soap,Household,1,22.13,22.13,4.5
TXN10108,Vanilla Ice Cream,Dairy,2,12.4,24.8,4.2
TXN10108,Tomatoes,Produce,2,29.4,58.8,3.7
TXN10109,Bananas,Produce,3,8.98,26.94,3.7
TXN10109,Salmon Fillet,Meat,3,16.47,49.41,4.2
TXN10109,AA Batteries,Household,3,16.85,50.55,4.5
TXN10109,Blueberry Muffins,Bakery,2,17.25,34.5,4.3
TXN10109,Popcorn,Snacks,2,30.03,60.06,4.1
TXN10109,Blueberry Muffins,Bakery,3,19.77,59.31,3.8
TXN10109,Chocolate Chip Cookies,Bakery,2,15.1,30.2,4.5
TXN10110,Frozen Vegetables,Frozen,1,27.03,27.03,3.3
TXN10110,Frozen Pizza,Frozen,1,5.47,5.47,3.9
TXN10111,Orange Juice,Beverages,2,20.32,40.64,3.3
TXN10111,Red Apples,Produce,2,13.74,27.48,4.4
TXN10111,Salmon Fillet,Meat,3,20.34,61.02,3.4
TXN10111,Salmon Fillet,Meat,3,4.17,12.51,3.6
TXN10111,Frozen Pizza,Frozen,2,2.55,5.1,4.5
TXN10111,Hand Soap,Household,1,15.37,15.37,3.8
TXN10111,Whole Wheat Bread,Bakery,2,10.76,21.52,3.4
TXN10112,Romaine Lettuce,Produce,1,12.41,12.41,4.2
TXN10112,Romaine Lettuce,Produce,2,22.13,44.26,4.6
